Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Pfr_ID,AV,Team,Round,Pick,YardsfromScrimmage,CareerLength
Matt Lehr,OG,74,290,5.28,31.5,28,111,7.59,4.44,2001,LehrMa20,7,Cowboys,5,137,,
Zane Beadles,OG,76,310,5.28,,27,,,,2010,BeadZa20,24,Broncos,2,45,,
Travis Swanson,C,77,312,5.28,26,20,95,7.73,4.65,2014,SwanTr00,16,Lions,3,76,,
Shaun Rogers,DT,76,320,5.28,,,,,,2001,RogeSh99,18,Lions,2,61,,
Jeromey Clary,OT,78,309,5.28,26,24,102,7.8,4.63,2006,ClarJe20,19,Chargers,6,187,,
Corey Clark,OT,77,315,5.28,23,23,106,7.47,4.68,2008,ClarCo21,0,Chargers,7,234,,
Dustin Fry,C,75,314,5.28,,34,,,,2007,FryxDu20,0,Rams,5,139,,
Willie Beavers,OT,77,321,5.28,25.5,20,103,7.96,4.71,2016,BeavWi00,0,Vikings,4,121,,
Nick Kaczur,OT,76,319,5.28,31.5,,,,,2005,KaczNi20,23,Patriots,3,100,,
Cameron Fleming,OT,77,323,5.28,23.5,26,97,8.24,5,2014,FlemCa00,11,Patriots,4,140,,
Tom Brady,QB,76,211,5.28,24.5,,99,7.2,4.38,2000,BradTo00,25,Patriots,6,199,,
Wayne Lucier,C,76,301,5.28,,,,,,2003,LuciWa20,9,Giants,7,249,,
King Dunlap,OT,80,310,5.28,,21,,,,2008,DunlKi20,7,Eagles,7,230,,
Keith Williams,OG,76,318,5.28,24.5,23,93,8.42,5.03,2011,WillKe04,0,Steelers,6,196,,
Mike Adams,OT,79,323,5.28,28.5,19,100,7.94,4.95,2012,AdamMi02,11,Steelers,2,56,,
Daniel Kilgore,OG,75,308,5.28,32.5,23,105,7.59,4.68,2011,KilgDa00,2,49ers,5,163,,
Quentin Saulsberry,C,74,304,5.28,22,26,90,8.19,4.99,2012,SaulQu00,0,,,,,
Mike Derouselle,DT,74,314,5.28,27.5,27,96,7.67,4.8,2000,,0,,,,,
Rickie Simpkins,DT,75,287,5.28,29.5,,97,7.65,4.52,2001,,0,,,,,
Ahmad Childress,DT,78,351,5.28,22,,86,8.75,4.94,2004,,0,,,,,
Tydreke Powell,DT,74,311,5.28,28.5,29,99,7.31,4.62,2012,,0,,,,,
Taylor Stallworth,DT,74,312,5.28,23.5,18,101,7.95,4.75,2018,,0,,,,,
David Bobo,OG,76,290,5.28,31,19,106,7.81,4.89,2001,,0,,,,,
Qasim Mitchell,OG,77,335,5.28,26,22,,8.07,4.94,2002,MitcQa20,5,,,,,
James Blair,OG,75,323,5.28,23.5,28,103,8.44,5.33,2008,,0,,,,,
Juan Garcia,OG,74,307,5.28,25,34,93,8,4.87,2009,,0,,,,,
Greg Isdaner,OG,75,325,5.28,27,24,92,7.96,5.07,2009,,0,,,,,
Zach Hurd,OG,79,316,5.28,28,,101,7.73,4.77,2011,HurdZa00,0,,,,,
Patrick Venzke,OT,78,303,5.28,34,,103,8.08,4.59,2001,,0,,,,,
Brennan Curtin,OT,81,318,5.28,32,,100,7.98,4.87,2003,,0,,,,,
Garry Johnson,OT,75,289,5.28,24.5,17,97,8.27,4.89,2003,,0,,,,,
Lance Nimmo,OT,77,303,5.28,27,20,90,8.21,4.96,2003,,0,,,,,
Dennis Roland,OT,82,328,5.28,,19,,,,2006,RolaDe20,12,,,,,
Dane Uperesa,OT,76,309,5.28,,,,,,2007,,0,,,,,
John Cullen,OT,76,297,5.28,27,23,102,7.58,4.59,2012,,0,,,,,
Jared Lorenzen,QB,75,288,5.28,,,,,,2004,LoreJa00,0,,,,,
Alex Stepanovich,C,75,304,5.29,25.5,,96,7.64,4.44,2004,StepAl20,12,Cardinals,4,100,,
Mario Fatafehi,DT,74,295,5.29,,,,,,2001,FataMa20,6,Cardinals,5,133,,
Lamar Holmes,OT,77,323,5.29,27,22,104,7.74,4.8,2012,HolmLa00,10,Falcons,3,91,,
Brad Butler,OT,79,310,5.29,,,,,,2006,ButlBr20,12,Bills,5,143,,
Garrett Gilkey,OT,78,318,5.29,30,28,108,7.65,4.75,2013,GilkGa00,2,Browns,7,227,,
Robert Brewster,OT,76,325,5.29,30.5,23,98,7.68,4.75,2009,BrewRo20,0,Cowboys,3,75,,
Khaled Holmes,C,75,302,5.29,,13,,,,2013,HolmKh00,4,Colts,4,121,,
Jaimie Thomas,OG,76,323,5.29,,20,,,,2009,ThomJa22,1,Colts,7,236,,
Scott Mruczkowski,C,76,321,5.29,,28,,,,2005,MrucSc20,3,Chargers,7,242,,
Shane Olivea,OT,75,302,5.29,29,,92,8.25,4.71,2004,OlivSh20,29,Chargers,7,209,,
Roy Schuening,OG,76,306,5.29,25,26,,,,2008,SchuRo20,0,Rams,5,157,,
Rokevious Watkins,OG,76,338,5.29,27,,102,7.87,4.9,2012,WatkRo00,1,Rams,5,150,,
John Greco,OT,77,305,5.29,26,30,108,8.03,4.82,2008,GrecJo20,2,Rams,3,65,,
Matt Light,OT,77,311,5.29,,26,,7.84,4.49,2001,LighMa20,23,Patriots,2,48,,
Corey Hilliard,OT,77,308,5.29,27,28,106,7.45,4.65,2007,HillCo21,3,Patriots,6,209,,
Stefen Wisniewski,C,75,313,5.29,28.5,30,100,7.51,4.63,2011,WisnSt01,21,Raiders,2,48,,
Menelik Watson,OT,77,310,5.29,24.5,,103,8.31,5.01,2013,WatsMe00,9,Raiders,2,42,,
Kentwan Balmer,DT,76,308,5.29,29,33,103,7.65,4.82,2008,BalmKe99,7,49ers,1,29,,
Quinton Dial,DT,77,318,5.29,,,,,,2013,DialQu00,10,49ers,5,157,,
Jack Allen,C,73,294,5.29,26.5,23,101,7.9,4.73,2016,AlleJa03,0,,,,,
Foley Fatukasi,DT,76,318,5.29,30,33,112,7.44,4.53,2018,,0,,,,,
Robbie Doane,OG,78,311,5.29,24.5,,85,8.04,4.73,2003,,0,,,,,
Jermese Jones,OT,77,337,5.29,,22,,,,2002,,0,,,,,
Pedro Sosa,OT,76,300,5.29,,19,,,,2008,,0,,,,,
Augustus Parrish,OT,76,302,5.29,,21,78,,,2009,,0,,,,,
Cornelius Lucas,OT,80,316,5.29,,,,,,2014,LucaCo01,5,,,,,
Frank Omiyale,OT,76,310,5.3,29.5,22,101,8.19,4.72,2005,OmiyFr20,7,Falcons,5,163,,
Tony Pashos,OT,78,337,5.3,,38,,,,2003,PashTo20,11,Ravens,5,173,,
Mike Williams-01,OT,78,375,5.3,30,29,102,,,2002,WillMi22,20,Bills,1,4,,
Rashad Butler,OT,77,293,5.3,28,16,106,7.9,4.55,2006,ButlRa20,6,Panthers,3,89,,
Paul Zukauskas,OG,77,307,5.3,,22,,,,2001,ZukaPa20,8,Browns,7,203,,
Jacob Rogers,OT,78,307,5.3,,30,,,,2004,RogeJa20,0,Cowboys,2,52,,
Scott Wells,C,74,300,5.3,31,31,109,7.56,4.35,2004,WellSc20,12,Packers,7,251,,
Bill Ferrario,OG,74,314,5.3,,17,,,,2001,FerrBi20,1,Packers,4,105,,
Luke Joeckel,OT,78,306,5.3,28.5,27,106,7.4,4.68,2013,JoecLu00,16,Jaguars,1,2,,
Alex Sulfsted,OG,76,312,5.3,30.5,,96,,,2001,SulfAl20,2,Chiefs,6,176,,
Shawn Draper,OG,75,303,5.3,32,17,106,8.1,4.77,2001,,0,Dolphins,5,156,,
Brandon Winey,OT,78,301,5.3,,,,,,2001,WineBr20,3,Dolphins,6,164,,
Montrae Holland,OG,73,333,5.3,,30,,8.46,5.13,2003,HollMo20,15,Saints,4,102,,
Alameda Ta'amu,DT,74,348,5.3,26,35,103,,,2012,Ta'aAl00,3,Steelers,4,109,,
Kendall Simmons,OG,75,311,5.3,28.5,24,98,7.84,4.71,2002,SimmKe20,23,Steelers,1,30,,
Cody Wallace,C,76,296,5.3,30.5,26,113,7.45,4.55,2008,WallCo20,3,49ers,4,107,,
Adam Haayer,OG,78,298,5.3,,23,,,,2001,HaayAd20,3,Titans,6,199,,
Daniel Loper,OT,78,306,5.3,32,14,101,7.74,4.68,2005,LopeDa20,3,Titans,5,150,,
Michael Roos,OT,79,320,5.3,29,19,97,7.72,4.5,2005,RoosMi20,20,Titans,2,41,,
Troy Kropog,OT,77,309,5.3,30,21,100,7.65,4.84,2009,KropTr20,0,Titans,4,135,,
Lucas Brigman,C,72,308,5.3,27,26,101,7.99,4.67,2003,,0,,,,,
Ladi Ajiboye,DT,73,297,5.3,24,23,91,7.72,4.71,2011,,0,,,,,
T.J. Barnes,DT,78,369,5.3,22,25,97,8.26,4.96,2013,BarnT.00,2,,,,,
Bradley Northnagel,LS,74,243,5.3,25.5,,99,,,2017,NortBr01,0,,,,,
Frank Romero,OG,76,300,5.3,27.5,22,88,7.65,4.79,2002,,0,,,,,
Ed Ta'amu,OG,74,335,5.3,29,28,,,,2002,,0,,,,,
Chris McDuffie,OG,76,330,5.3,,29,,,,2008,,0,,,,,
Conor Boffeli,OG,76,298,5.3,25,21,101,7.44,4.61,2014,BoffCo00,0,,,,,
Alex Redmond,OG,77,294,5.3,28,30,111,7.75,4.9,2016,RedmAl01,0,,,,,
Willie McNeill,OT,76,291,5.3,,,,,,2005,,0,,,,,
Michael Munoz,OT,77,306,5.3,,,,,,2005,,0,,,,,
Ken Shackleford,OT,77,322,5.3,24.5,28,102,8.35,5.05,2007,,0,,,,,
Devin Clark,OT,76,305,5.3,21,25,95,8.38,5.03,2008,ClarDe21,0,,,,,
Tyler Polumbus,OT,79,312,5.3,26,24,112,7.71,4.86,2008,PoluTy20,9,,,,,
Paul Cornick,OT,77,310,5.3,,25,,,,2012,CornPa00,4,,,,,
Antonio Richardson,OT,78,336,5.3,24.5,36,,,,2014,RichAn02,0,,,,,
John Urschel,OG,75,313,5.31,29,30,102,7.55,4.47,2014,UrscJo00,7,Ravens,5,175,,
Mike Pucillo,OG,76,317,5.31,28,26,,,,2002,PuciMi20,8,Bills,7,215,,
Jonas Jennings,OT,76,334,5.31,29.5,31,102,8.08,4.93,2001,JennJo20,16,Bills,3,95,,
Terrence Metcalf,OT,75,318,5.31,,28,,,,2002,MetcTe20,3,Bears,3,93,,
David Arkin,OG,77,300,5.31,29,25,103,7.6,4.63,2011,ArkiDa00,0,Cowboys,4,110,,
Junius Coston,C,75,310,5.31,29.5,21,102,7.93,4.56,2005,CostJu20,5,Packers,5,143,,
Drew Hodgdon,C,75,309,5.31,32.5,,109,7.49,4.45,2005,HodgDr20,3,Texans,5,151,,
Damion McIntosh,OT,76,328,5.31,26,23,97,7.72,4.71,2000,McInDa20,13,Chargers,3,83,,
D.J. Fluker,OT,77,339,5.31,,21,,,,2013,FlukDJ00,24,Chargers,1,11,,
Michael Brockers,DT,77,322,5.31,26.5,,105,7.46,4.81,2012,BrocMi00,21,Rams,1,14,,
Andrew Donnal,OT,78,313,5.31,32,17,101,7.84,4.77,2015,DonnAn00,4,Rams,4,119,,
Ernest Grant,DT,77,316,5.31,29.5,24,98,8,5.03,2000,GranEr20,3,Dolphins,6,167,,
Letroy Guion,DT,75,303,5.31,,26,,,,2008,GuioLe99,2,Vikings,5,152,,
Johnathan Hankins,DT,75,320,5.31,26,,104,7.59,4.61,2013,HankJo00,11,Giants,2,49,,
Ereck Flowers,OT,78,329,5.31,,37,,,,2015,FlowEr00,21,Giants,1,9,,
Joe Barksdale,OT,77,325,5.31,29,29,103,8.27,4.75,2011,BarkJo00,9,Raiders,3,92,,
Josh LeRibeus,OG,75,312,5.31,26,29,96,7.64,4.65,2012,LeRiJo00,8,Football Team,3,71,,
Reese Dismukes,C,75,296,5.31,27.5,23,107,8.14,4.7,2015,DismRe01,0,,,,,
Chas Alecxih,DT,76,296,5.31,25.5,19,99,7.74,4.62,2012,AlecCh00,0,,,,,
Cory Grissom,DT,73,306,5.31,27.5,22,97,7.79,4.81,2013,GrisCo00,0,,,,,
Dustin McClintock,FB,73,259,5.31,30,7,105,8.1,4.58,2001,,0,,,,,
Roger Roesler,OG,77,314,5.31,29.5,25,101,8.31,4.76,2000,,0,,,,,
Marquise Muldrow,OG,74,316,5.31,25.5,29,98,8.12,4.8,2002,,0,,,,,
Kurtis Gregory,OG,76,305,5.31,25.5,26,91,7.62,4.93,2010,,0,,,,,
Mike Tepper,OG,77,324,5.31,26.5,28,94,7.95,5.25,2010,TeppMi00,2,,,,,
Jeremy Parquet,OT,79,323,5.31,29.5,17,94,7.95,4.8,2005,,0,,,,,
Sam Wilder,OT,77,298,5.31,26.5,23,102,7.43,4.5,2005,,0,,,,,
Kevin Hughes,OT,76,302,5.31,29.5,22,95,8.29,4.97,2011,HughKe00,0,,,,,
Chukwuma Okorafor,OT,78,320,5.31,23.5,19,102,7.87,4.8,2018,OkorCh00,0,,,,,
Marcus Bell-02,DT,73,319,5.32,,17,98,8.07,4.71,2001,BellMa20,8,Cardinals,4,123,,
Leonard Davis,OT,78,370,5.32,28,33,97,8.72,5.18,2001,DaviLe21,18,Cardinals,1,2,,
Vance Walker,DT,74,304,5.32,33,29,,,,2009,WalkVa99,5,Falcons,7,210,,
Garrett Reynolds,OT,80,309,5.32,22,19,94,7.87,4.88,2009,ReynGa20,9,Falcons,5,156,,
Jah Reid,OT,79,327,5.32,29.5,28,111,7.73,4.65,2011,ReidJa00,6,Ravens,3,85,,
Mark Asper,OG,78,319,5.32,,23,,,,2012,AspeMa00,0,Bills,6,178,,
Marques Sullivan,OT,77,338,5.32,30.5,28,98,8.36,4.8,2001,SullMa20,11,Bills,5,144,,
Duke Robinson,OG,77,329,5.32,,,,,,2009,RobiDu21,0,Panthers,5,163,,
Kevin Zeitler,OG,76,314,5.32,29,32,101,7.77,4.61,2012,ZeitKe00,18,Bengals,1,27,,
John Hughes,DT,74,309,5.32,,28,,,,2012,HughJo00,7,Browns,3,87,,
Jonathan Scott,OT,78,315,5.32,24.5,,101,7.73,4.85,2006,ScotJo22,7,Lions,5,141,,
Frank Okam,DT,76,347,5.32,23,32,104,8.07,4.95,2008,OkamFr99,2,Texans,5,151,,
Louis Nix III,DT,74,331,5.32,25.5,,97,8.29,4.94,2014,NixILo00,0,Texans,3,83,,
Pat Elflein,C,75,303,5.32,23.5,22,99,7.94,4.71,2017,ElflPa00,8,Vikings,3,70,,
David DeCastro,OG,77,316,5.32,29.5,34,98,7.3,4.56,2012,DeCaDa00,16,Steelers,1,24,,
Joshua Garnett,OG,76,312,5.32,29,30,99,7.62,4.64,2016,GarnJo00,5,49ers,1,28,,
Austin Johnson,DT,76,314,5.32,26,25,96,7.84,4.75,2016,JohnAu01,4,Titans,2,43,,
Jeremiah Poutasi,OG,77,335,5.32,26.5,26,95,8.09,4.89,2015,PoutJe00,4,Titans,3,66,,
Drew Mormino,C,75,299,5.32,28,27,105,7.48,4.53,2007,,0,,,,,
DeMarco McNeil,DT,73,310,5.32,,,,,,2004,,0,,,,,
Darius Latham,DT,76,311,5.32,29,,100,7.76,4.63,2016,LathDa01,2,,,,,
Sam Jones,OG,77,305,5.32,27,28,101,7.92,4.86,2018,JoneSa00,0,,,,,
Chris Valletta,OG,75,299,5.32,33.5,18,98,7.9,4.53,2001,,0,,,,,
Tango McCauley,OG,75,304,5.32,31,29,104,7.9,4.78,2002,,0,,,,,
Andrew Crummey,OG,77,299,5.32,,,,,,2008,CrumAn00,0,,,,,
Ray Feinga,OG,76,337,5.32,,30,,,,2009,FeinRa20,0,,,,,
Nila Kasitati,OG,75,317,5.32,27.5,12,107,8.3,4.83,2016,KasiNi01,0,,,,,
Chuck Klabo,OT,77,291,5.32,,,,,,2003,,0,,,,,
David Porter,OT,78,311,5.32,26,,95,8.43,4.98,2003,,0,,,,,
Sean Bubin,OT,78,306,5.32,24.5,25,97,7.66,4.76,2004,,0,,,,,
Cole Toner,OT,77,306,5.32,26,22,103,7.88,4.59,2016,,0,,,,,
Evan Boehm,C,74,302,5.33,28.5,24,96,7.52,4.69,2016,BoehEv00,6,Cardinals,4,128,,
Andy Levitre,OG,75,305,5.33,30.5,23,103,,4.52,2009,LeviAn20,21,Bills,2,51,,
John Miller,OG,74,303,5.33,27,29,104,8.2,4.75,2015,MillJo04,15,Bills,3,81,,
Zebrie Sanders,OT,78,320,5.33,27,28,100,8.15,4.99,2012,SandZe00,0,Bills,5,144,,
Vernon Butler,DT,76,323,5.33,29.5,26,104,7.82,4.76,2016,ButlVe00,2,Panthers,1,30,,
Amini Silatolu,OG,76,311,5.33,31.5,28,107,7.95,4.87,2012,SilaAm00,12,Panthers,2,40,,
T.J. Johnson,C,76,310,5.33,25.5,32,96,7.83,4.74,2013,JohnTJ00,2,Bengals,7,251,,
Victor Leyva,OG,75,313,5.33,30,37,105,8,4.73,2001,LeyvVi20,1,Bengals,5,135,,
Laken Tomlinson,OG,75,323,5.33,31.5,25,103,8.17,4.87,2015,TomlLa01,19,Lions,1,28,,
Chris Jones-01,DT,74,302,5.33,,30,,7.34,4.44,2013,JoneCh04,15,Texans,6,198,,
D.J. Reader,DT,75,327,5.33,29.5,30,99,7.9,4.71,2016,ReadD.00,10,Texans,5,166,,
Vernon Carey,OG,76,335,5.33,,30,,,,2004,CareVe20,15,Dolphins,1,19,,
Kareem McKenzie,OT,78,328,5.33,33,20,104,7.87,4.8,2001,McKeKa20,18,Jets,3,79,,
Jon Feliciano,OG,76,323,5.33,26.5,,97,,4.74,2015,FeliJo00,4,Raiders,4,128,,
Matt Hill,OT,78,300,5.33,28.5,20,101,7.58,4.54,2002,HillMa22,3,Seahawks,5,171,,
Jason Scukanec,C,74,304,5.33,29,30,100,7.87,4.59,2002,,0,,,,,
Braxston Cave,C,75,303,5.33,25.5,,98,7.81,4.71,2013,CaveBr00,0,,,,,
Jarron Jones,DT,78,316,5.33,20.5,22,,,,2017,JoneJa07,0,,,,,
Omar Smith,OG,74,293,5.33,30,21,98,,,2001,SmitOm20,1,,,,,
Drew Radovich,OG,76,301,5.33,23,21,108,7.47,4.53,2008,,0,,,,,
Anthony Steen,OG,75,314,5.33,,,,,,2014,SteeAn00,5,,,,,
Cole Madison,OL,77,308,5.33,28.5,26,97,7.86,4.88,2018,,0,,,,,
Chris Brown-01,OT,77,329,5.33,,30,,,,2001,,0,,,,,
Carlos Joseph,OT,78,345,5.33,,29,,,,2004,,0,,,,,
Geron Christian,OT,77,298,5.33,,19,,,,2018,ChriGe01,0,,,,,
Daryl Williams,OT,77,327,5.34,26,27,97,,5.15,2015,WillDa06,19,Panthers,4,102,,
Andre Gurode,OG,76,316,5.34,30.5,,100,8.15,5.05,2002,GuroAn20,16,Cowboys,2,37,,
Matt Paradis,C,75,306,5.34,26,23,103,7.6,4.46,2014,ParaMa00,12,Broncos,6,207,,
Corey Robinson,OT,79,324,5.34,,28,,,,2015,RobiCo00,6,Lions,7,240,,
Isaac Asiata,OG,75,323,5.34,25.5,35,102,7.83,4.93,2017,AsiaIs00,0,Dolphins,5,164,,
Jon Halapio,OG,75,323,5.34,21.5,,100,8.26,4.83,2014,HalaJo00,2,Patriots,6,179,,
Mitch Petrus,OG,75,310,5.34,,45,,,,2010,PetrMi20,4,Giants,5,147,,
Gabe Jackson,OG,75,336,5.34,29,30,108,8.25,4.78,2014,JackGa00,18,Raiders,3,81,,
Chris Kemoeatu,OG,75,344,5.34,29,26,98,7.75,4.54,2005,KemoCh20,10,Steelers,6,204,,
Adam Snyder,OG,77,316,5.34,28.5,21,93,7.83,4.83,2005,SnydAd20,10,49ers,3,94,,
Brian Allen-04,C,73,298,5.34,26.5,27,99,7.81,4.71,2018,AlleBr02,0,,,,,
K.J. Malone,OG,76,303,5.34,29.5,15,103,,,2018,,0,,,,,
Chris Mayes,DT,75,338,5.34,23.5,33,104,,5.13,2016,,0,,,,,
Manuia Savea,OG,74,308,5.34,25,24,92,,,2000,,0,,,,,
Dave Costa,OG,78,305,5.34,,17,,,,2001,CostDa20,1,,,,,
Kevin Barry,OG,76,325,5.34,28.5,24,108,8.34,4.73,2002,BarrKe20,7,,,,,
Melvin Paige,OG,77,314,5.34,23.5,30,,,,2002,,0,,,,,
Anthony Davis-01,OG,76,329,5.34,27.5,,95,8.26,4.98,2003,DaviAn24,12,,,,,
Brandon Carter,OG,78,329,5.34,24.5,22,102,7.82,4.94,2010,CartBr20,1,,,,,
Mark Baniewicz,OT,78,312,5.34,28,20,96,7.72,4.73,2000,,0,,,,,
Kaulana Noa,OT,76,317,5.34,25.5,27,98,7.82,4.74,2000,,0,,,,,
Rich Lapham,OT,80,315,5.34,,,,,,2011,,0,,,,,
Luke Marquardt,OT,80,315,5.34,,31,,,,2013,MarqLu00,0,,,,,
Toby Weathersby,OT,76,317,5.34,24.5,28,106,8.55,5.38,2018,WeatTo00,0,,,,,
Deuce Lutui,OG,76,334,5.35,28,26,97,8.04,4.76,2006,LutuDe20,22,Cardinals,2,41,,
Nico Siragusa,OG,76,319,5.35,32,28,110,7.71,4.56,2017,SiraNi00,0,Ravens,4,122,,
E.J. Whitley,OT,77,309,5.35,25,16,101,7.53,4.79,2006,,0,Cowboys,7,224,,
Ben Jones,C,75,303,5.35,30.5,29,105,7.95,4.74,2012,JoneBe01,13,Texans,4,99,,
Brandon Linder,OG,78,311,5.35,26.5,30,100,,,2014,LindBr00,12,Jaguars,3,93,,
John Sullivan,C,75,301,5.35,30,21,103,7.62,4.55,2008,SullJo24,16,Vikings,6,187,,
Tyrus Thompson,OT,77,324,5.35,29,29,97,,4.92,2015,ThomTy01,0,Vikings,6,185,,
Dan Buenning,OG,76,320,5.35,28,29,111,7.9,4.59,2005,BuenDa20,10,Buccaneers,4,107,,
Leroy Harris,C,74,302,5.35,24.5,29,96,8,4.8,2007,HarrLe21,3,Titans,4,115,,
DaQuan Jones,DT,76,322,5.35,27.5,25,101,7.73,4.78,2014,JoneDa04,15,Titans,4,112,,
Morgan Moses,OT,78,314,5.35,21.5,,106,7.93,4.95,2014,MoseMo00,20,Football Team,3,66,,
Dan Mozes,C,75,293,5.35,25.5,28,101,7.98,4.84,2007,,0,,,,,
Dietrich Canterberry,DT,75,308,5.35,,26,,,,2004,,0,,,,,
Kc McDermott,OG,78,311,5.35,23.5,26,97,7.72,4.82,2018,McDeKC00,0,,,,,
Blaine Saipaia,OG,75,321,5.35,,,,,,2000,SaipBl20,6,,,,,
Torrin Tucker,OG,78,328,5.35,30,,103,8.39,4.97,2003,TuckTo20,13,,,,,
Andy Kemp,OG,77,313,5.35,25.5,23,91,7.86,4.86,2009,,0,,,,,
Avery Gennesy,OG,75,318,5.35,20,24,91,8.08,5,2017,GennAv00,0,,,,,
Will Ofenheusle,OT,78,308,5.35,26.5,23,94,8.65,5.03,2003,,0,,,,,
Cyril Richardson,OG,77,329,5.36,25.5,25,91,7.7,4.83,2014,RichCy00,2,Bills,5,153,,
Geoff Schwartz,OT,78,332,5.36,20.5,,98,7.9,4.79,2008,SchwGe20,8,Panthers,7,241,,
Will Sutton,DT,72,303,5.36,28.5,24,99,7.93,4.82,2014,SuttWi00,9,Bears,3,82,,
Josh Beekman,OG,74,313,5.36,25.5,24,93,8.24,4.81,2007,BeekJo20,10,Bears,4,130,,
Ty Sambrailo,OT,78,311,5.36,29,23,97,7.54,4.58,2015,SambTy00,5,Broncos,2,59,,
Austin Blythe,C,74,298,5.36,27.5,29,99,7.52,4.53,2016,BlytAu00,3,Colts,7,248,,
Tupe Peko,C,76,300,5.36,28,,92,8.1,4.56,2001,PekoTu20,8,Jets,7,217,,
Danny Watkins,OG,75,310,5.36,26,29,92,7.61,4.62,2011,WatkDa00,9,Eagles,1,23,,
Anthony Davis-03,OT,77,323,5.36,33,21,99,8.17,4.97,2010,DaviAn27,23,49ers,1,11,,
Mark Wilson,OT,79,314,5.36,28.5,24,108,7.53,4.49,2004,WilsMa21,0,Football Team,5,151,,
Alex Linnenkohl,C,74,304,5.36,26.5,24,89,7.67,4.62,2011,,0,,,,,
Larry Burt,DT,74,304,5.36,28,22,98,8.03,4.72,2005,,0,,,,,
Dan Stevenson,OG,77,300,5.36,24.5,24,100,7.58,4.59,2006,,0,,,,,
Garrett Chisolm,OG,77,312,5.36,,,,,,2011,ChisGa00,0,,,,,
Lucas Nix,OG,77,317,5.36,29.5,,102,7.81,4.9,2012,NixxLu00,4,,,,,
Ethan Cooper,OG,74,322,5.36,24.5,26,99,8.02,4.88,2017,,0,,,,,
Jordan Morgan,OG,75,309,5.36,27,21,102,8.13,4.73,2017,,0,,,,,
Kurt Vollers,OT,79,321,5.36,30.5,30,,,,2002,VollKu20,6,,,,,
Brad Lekkerkerker,OT,79,317,5.36,27.5,23,102,7.94,4.71,2004,LekkBr20,0,,,,,
Tony Pape,OT,78,323,5.36,27,26,97,8.01,4.6,2004,,0,,,,,
Kyle Jolly,OT,78,311,5.36,21.5,20,89,7.89,4.87,2010,JollKy00,0,,,,,
Dominique Robertson,OT,77,324,5.36,28.5,30,100,8.42,4.83,2016,,0,,,,,
Mike Johnson,OG,77,312,5.37,25,,91,8.15,5.01,2010,JohnMi23,2,Falcons,3,98,,
Brandon Williams-03,DT,73,335,5.37,29.5,38,102,8.09,4.91,2013,WillBr02,16,Ravens,3,94,,
Chris Redman,QB,75,222,5.37,26.5,,98,7.8,4.78,2000,RedmCh00,3,Ravens,3,75,,
Jordan Mills,OT,77,316,5.37,28.5,20,101,8.1,4.88,2013,MillJo02,18,Bears,5,163,,
Jeff Backus,OT,77,310,5.37,27,25,99,8.27,4.67,2001,BackJe20,19,Lions,1,18,,
Mark Tauscher,OG,75,318,5.37,27,22,90,7.91,4.84,2000,TausMa20,19,Packers,7,224,,
Fred Weary,C,76,308,5.37,32,34,104,7.68,4.63,2002,WearFr21,6,Texans,3,66,,
Jack Mewhort,OT,78,309,5.37,26,28,101,7.79,4.64,2014,MewhJa00,22,Colts,2,59,,
Uche Nwaneri,OG,75,325,5.37,,24,,,,2007,NwanUc20,16,Jaguars,5,149,,
Ryan Mallett,QB,79,253,5.37,24,,103,,,2011,MallRy00,4,Patriots,3,74,,
Tutan Reyes,OT,75,299,5.37,26.5,20,99,7.49,4.88,2000,ReyeTu20,15,Saints,5,131,,
Marvel Smith,OT,77,320,5.37,27.5,24,100,7.87,4.83,2000,SmitMa55,21,Steelers,2,38,,
Jesse Mahelona,DT,72,311,5.37,,,,,,2006,MaheJe20,1,Titans,5,169,,
Zach Quaccia,C,76,309,5.37,26.5,23,93,7.9,4.63,2002,,0,,,,,
Tim Settle,DT,75,329,5.37,23.5,,96,7.95,4.83,2018,SettTi00,0,,,,,
Eddy Wilson,DT,76,301,5.37,,26,96,,,2018,,0,,,,,
Jamaal Johnson-Webb,OG,77,313,5.37,23,17,92,8.12,4.74,2013,JohnJa05,0,,,,,
Ben Johnson,OT,78,329,5.37,,30,,,,2003,,0,,,,,
Watts Sanderson,OT,77,303,5.37,28.5,24,100,8.48,4.94,2003,,0,,,,,
Drew Strojny,OT,79,327,5.37,29.5,,99,7.98,4.84,2004,,0,,,,,
Cole Pemberton,OT,79,315,5.37,22.5,18,96,7.65,4.77,2010,PembCo00,0,,,,,
Matt Feiler,OT,78,330,5.37,26.5,36,103,8.13,4.86,2014,FeilMa00,1,,,,,
Toby Korrodi,QB,75,234,5.37,25,,91,7.77,4.64,2007,,0,,,,,
Justin Geisinger,OT,76,322,5.38,25,34,95,7.87,4.62,2005,GeisJu20,0,Bills,6,197,,
Chris Hairston,OT,78,326,5.38,29,33,96,7.9,4.7,2011,HairCh00,10,Bills,4,122,,
Mitchell Schwartz,OT,77,318,5.38,26.5,23,89,7.86,4.87,2012,SchwMi00,18,Browns,2,37,,
David Parry,DT,73,308,5.38,29,34,103,,,2015,ParrDa00,13,Colts,5,151,,
Mark Setterstrom,OG,76,314,5.38,26.5,19,100,7.63,4.53,2006,SettMa20,5,Rams,7,242,,
